book,characterName,listFile,analysisFile
A_Connecticut_Yankee_in_King_Arthurs_Court,marco,Books/A_Connecticut_Yankee_in_King_Arthurs_Court/character_11_list_cleaned.txt,
A_Connecticut_Yankee_in_King_Arthurs_Court,dowley,Books/A_Connecticut_Yankee_in_King_Arthurs_Court/character_12_list_cleaned.txt,
A_Connecticut_Yankee_in_King_Arthurs_Court,sir kay,Books/A_Connecticut_Yankee_in_King_Arthurs_Court/character_10_list_cleaned.txt,
A_Connecticut_Yankee_in_King_Arthurs_Court,sir launcelot,Books/A_Connecticut_Yankee_in_King_Arthurs_Court/character_5_list_cleaned.txt,
A_Connecticut_Yankee_in_King_Arthurs_Court,sandy (alisande),Books/A_Connecticut_Yankee_in_King_Arthurs_Court/character_2_list_cleaned.txt,
A_Connecticut_Yankee_in_King_Arthurs_Court,king arthur,Books/A_Connecticut_Yankee_in_King_Arthurs_Court/character_3_list_cleaned.txt,
A_Connecticut_Yankee_in_King_Arthurs_Court,sir sagramor le desirous,Books/A_Connecticut_Yankee_in_King_Arthurs_Court/character_7_list_cleaned.txt,
A_Connecticut_Yankee_in_King_Arthurs_Court,clarence (amyas le poulet),Books/A_Connecticut_Yankee_in_King_Arthurs_Court/character_1_list_cleaned.txt,
A_Dolls_House,dr. rank,Books/A_Dolls_House/character_4_list_cleaned.txt,
A_Dolls_House,"bob, emmy, and ivar",Books/A_Dolls_House/character_5_list_cleaned.txt,
A_Dolls_House,anne-marie,Books/A_Dolls_House/character_6_list_cleaned.txt,
A_Dolls_House,krogstad,Books/A_Dolls_House/character_2_list_cleaned.txt,Books/A_Dolls_House/character_2_analysis_cleaned.txt
A_Dolls_House,nora,Books/A_Dolls_House/character_0_list_cleaned.txt,
A_Dolls_House,torvald helmer,Books/A_Dolls_House/character_1_list_cleaned.txt,Books/A_Dolls_House/character_1_analysis_cleaned.txt
A_Dolls_House,mrs. linde,Books/A_Dolls_House/character_3_list_cleaned.txt,
A_Dolls_House,nora's father,Books/A_Dolls_House/character_7_list_cleaned.txt,
A_Farewell_to_Arms,dr. valentini,Books/A_Farewell_to_Arms/character_7_list_cleaned.txt,
A_Farewell_to_Arms,gino,Books/A_Farewell_to_Arms/character_10_list_cleaned.txt,
A_Farewell_to_Arms,catherine barkley,Books/A_Farewell_to_Arms/character_1_list_cleaned.txt,Books/A_Farewell_to_Arms/character_1_analysis_cleaned.txt
A_Farewell_to_Arms,ralph simmons,Books/A_Farewell_to_Arms/character_11_list_cleaned.txt,
A_Farewell_to_Arms,miss van campen,Books/A_Farewell_to_Arms/character_6_list_cleaned.txt,
A_Farewell_to_Arms,bonello,Books/A_Farewell_to_Arms/character_13_list_cleaned.txt,
A_Farewell_to_Arms,miss gage,Books/A_Farewell_to_Arms/character_5_list_cleaned.txt,
A_Farewell_to_Arms,rinaldi,Books/A_Farewell_to_Arms/character_2_list_cleaned.txt,Books/A_Farewell_to_Arms/character_2_analysis_cleaned.txt
A_Farewell_to_Arms,emilio,Books/A_Farewell_to_Arms/character_12_list_cleaned.txt,
A_Farewell_to_Arms,the priest,Books/A_Farewell_to_Arms/character_3_list_cleaned.txt,
A_Farewell_to_Arms,ettore moretti,Books/A_Farewell_to_Arms/character_9_list_cleaned.txt,
A_Farewell_to_Arms,lieutenant frederic henry,Books/A_Farewell_to_Arms/character_0_list_cleaned.txt,
A_Farewell_to_Arms,helen ferguson,Books/A_Farewell_to_Arms/character_4_list_cleaned.txt,
A_Farewell_to_Arms,count greffi,Books/A_Farewell_to_Arms/character_8_list_cleaned.txt,
A_Good_Man_Is_Hard_to_Find,bobby lee,Books/A_Good_Man_Is_Hard_to_Find/character_7_list_cleaned.txt,
A_Good_Man_Is_Hard_to_Find,the misfit,Books/A_Good_Man_Is_Hard_to_Find/character_1_list_cleaned.txt,Books/A_Good_Man_Is_Hard_to_Find/character_1_analysis_cleaned.txt
A_Good_Man_Is_Hard_to_Find,hiram,Books/A_Good_Man_Is_Hard_to_Find/character_8_list_cleaned.txt,
A_Good_Man_Is_Hard_to_Find,june star,Books/A_Good_Man_Is_Hard_to_Find/character_4_list_cleaned.txt,
A_Good_Man_Is_Hard_to_Find,the grandmother,Books/A_Good_Man_Is_Hard_to_Find/character_0_list_cleaned.txt,Books/A_Good_Man_Is_Hard_to_Find/character_0_analysis_cleaned.txt
A_Good_Man_Is_Hard_to_Find,bailey,Books/A_Good_Man_Is_Hard_to_Find/character_2_list_cleaned.txt,
A_Good_Man_Is_Hard_to_Find,the mother,Books/A_Good_Man_Is_Hard_to_Find/character_5_list_cleaned.txt,
A_Good_Man_Is_Hard_to_Find,red sammy butts,Books/A_Good_Man_Is_Hard_to_Find/character_6_list_cleaned.txt,
A_Good_Man_Is_Hard_to_Find,john wesley,Books/A_Good_Man_Is_Hard_to_Find/character_3_list_cleaned.txt,
A_Hunger_Artist,the overseer,Books/A_Hunger_Artist/character_2_list_cleaned.txt,
A_Hunger_Artist,the hunger artist,Books/A_Hunger_Artist/character_0_list_cleaned.txt,Books/A_Hunger_Artist/character_0_analysis_cleaned.txt
A_Hunger_Artist,the impresario,Books/A_Hunger_Artist/character_1_list_cleaned.txt,Books/A_Hunger_Artist/character_1_analysis_cleaned.txt
A_Midsummer_Nights_Dream,tom snout,Books/A_Midsummer_Nights_Dream/character_14_list_cleaned.txt,
A_Midsummer_Nights_Dream,theseus,Books/A_Midsummer_Nights_Dream/character_8_list_cleaned.txt,
A_Midsummer_Nights_Dream,demetrius,Books/A_Midsummer_Nights_Dream/character_4_list_cleaned.txt,
A_Midsummer_Nights_Dream,robin starveling,Books/A_Midsummer_Nights_Dream/character_13_list_cleaned.txt,
A_Midsummer_Nights_Dream,hermia,Books/A_Midsummer_Nights_Dream/character_5_list_cleaned.txt,
A_Midsummer_Nights_Dream,puck,Books/A_Midsummer_Nights_Dream/character_0_list_cleaned.txt,Books/A_Midsummer_Nights_Dream/character_0_list_cleaned.txt
A_Midsummer_Nights_Dream,nick bottom,Books/A_Midsummer_Nights_Dream/character_10_list_cleaned.txt,Books/A_Midsummer_Nights_Dream/character_10_list_cleaned.txt
A_Midsummer_Nights_Dream,titania,Books/A_Midsummer_Nights_Dream/character_2_list_cleaned.txt,
A_Midsummer_Nights_Dream,egeus,Books/A_Midsummer_Nights_Dream/character_7_list_cleaned.txt,
A_Midsummer_Nights_Dream,helena,Books/A_Midsummer_Nights_Dream/character_6_list_cleaned.txt,Books/A_Midsummer_Nights_Dream/character_6_list_cleaned.txt
A_Midsummer_Nights_Dream,lysander,Books/A_Midsummer_Nights_Dream/character_3_list_cleaned.txt,
A_Midsummer_Nights_Dream,snug,Books/A_Midsummer_Nights_Dream/character_15_list_cleaned.txt,
A_Midsummer_Nights_Dream,hippolyta,Books/A_Midsummer_Nights_Dream/character_9_list_cleaned.txt,
A_Midsummer_Nights_Dream,francis flute,Books/A_Midsummer_Nights_Dream/character_12_list_cleaned.txt,
A_Midsummer_Nights_Dream,philostrate,Books/A_Midsummer_Nights_Dream/character_16_list_cleaned.txt,
A_Midsummer_Nights_Dream,oberon,Books/A_Midsummer_Nights_Dream/character_1_list_cleaned.txt,
A_Midsummer_Nights_Dream,"peaseblossom, cobweb, mote, and mustardseed",Books/A_Midsummer_Nights_Dream/character_17_list_cleaned.txt,
A_Midsummer_Nights_Dream,peter quince,Books/A_Midsummer_Nights_Dream/character_11_list_cleaned.txt,
A_Room_with_a_View,the miss alans,Books/A_Room_with_a_View/character_8_list_cleaned.txt,
A_Room_with_a_View,miss lavish,Books/A_Room_with_a_View/character_9_list_cleaned.txt,
A_Room_with_a_View,cecil vyse,Books/A_Room_with_a_View/character_4_list_cleaned.txt,
A_Room_with_a_View,charlotte bartlett,Books/A_Room_with_a_View/character_1_list_cleaned.txt,
A_Room_with_a_View,sir harry otway,Books/A_Room_with_a_View/character_12_list_cleaned.txt,
A_Room_with_a_View,minnie,Books/A_Room_with_a_View/character_11_list_cleaned.txt,
A_Room_with_a_View,freddy,Books/A_Room_with_a_View/character_7_list_cleaned.txt,
A_Room_with_a_View,lucy honeychurch,Books/A_Room_with_a_View/character_0_list_cleaned.txt,
A_Room_with_a_View,mrs. honeychurch,Books/A_Room_with_a_View/character_5_list_cleaned.txt,
A_Room_with_a_View,mr. beebe,Books/A_Room_with_a_View/character_6_list_cleaned.txt,
A_Room_with_a_View,george emerson,Books/A_Room_with_a_View/character_2_list_cleaned.txt,
A_Room_with_a_View,mr. eager,Books/A_Room_with_a_View/character_10_list_cleaned.txt,
A_Room_with_a_View,mr. emerson,Books/A_Room_with_a_View/character_3_list_cleaned.txt,
A_Rose_for_Emily,judge stevens,Books/A_Rose_for_Emily/character_2_list_cleaned.txt,
A_Rose_for_Emily,tobe,Books/A_Rose_for_Emily/character_4_list_cleaned.txt,
A_Rose_for_Emily,mr. grierson,Books/A_Rose_for_Emily/character_3_list_cleaned.txt,
A_Rose_for_Emily,emily grierson,Books/A_Rose_for_Emily/character_0_list_cleaned.txt,Books/A_Rose_for_Emily/character_0_analysis_cleaned.txt
A_Rose_for_Emily,colonel sartoris,Books/A_Rose_for_Emily/character_5_list_cleaned.txt,
A_Rose_for_Emily,homer barron,Books/A_Rose_for_Emily/character_1_list_cleaned.txt,Books/A_Rose_for_Emily/character_1_analysis_cleaned.txt
A_Separate_Peace,leper lepellier,Books/A_Separate_Peace/character_2_list_cleaned.txt,Books/A_Separate_Peace/character_2_analysis_cleaned.txt
A_Separate_Peace,brinker hadley,Books/A_Separate_Peace/character_3_list_cleaned.txt,Books/A_Separate_Peace/character_3_analysis_cleaned.txt
A_Separate_Peace,finny,Books/A_Separate_Peace/character_1_list_cleaned.txt,Books/A_Separate_Peace/character_1_analysis_cleaned.txt
A_Separate_Peace,mr. ludsbury,Books/A_Separate_Peace/character_6_list_cleaned.txt,
A_Separate_Peace,dr. stanpole,Books/A_Separate_Peace/character_7_list_cleaned.txt,
A_Separate_Peace,gene forrester,Books/A_Separate_Peace/character_0_list_cleaned.txt,Books/A_Separate_Peace/character_0_analysis_cleaned.txt
A_Separate_Peace,cliff quackenbush,Books/A_Separate_Peace/character_4_list_cleaned.txt,
A_Separate_Peace,chet douglass,Books/A_Separate_Peace/character_5_list_cleaned.txt,
A_Separate_Peace,mr. patch-withers,Books/A_Separate_Peace/character_8_list_cleaned.txt,
A_Tale_of_Two_Cities,sydney carton,Books/A_Tale_of_Two_Cities/character_1_list_cleaned.txt,Books/A_Tale_of_Two_Cities/character_1_analysis_cleaned.txt
A_Tale_of_Two_Cities,mr. stryver,Books/A_Tale_of_Two_Cities/character_10_list_cleaned.txt,
A_Tale_of_Two_Cities,madame defarge,Books/A_Tale_of_Two_Cities/character_5_list_cleaned.txt,Books/A_Tale_of_Two_Cities/character_5_analysis_cleaned.txt
A_Tale_of_Two_Cities,doctor manette,Books/A_Tale_of_Two_Cities/character_2_list_cleaned.txt,Books/A_Tale_of_Two_Cities/character_2_analysis_cleaned.txt
A_Tale_of_Two_Cities,monsieur defarge,Books/A_Tale_of_Two_Cities/character_4_list_cleaned.txt,
A_Tale_of_Two_Cities,jerry cruncher,Books/A_Tale_of_Two_Cities/character_7_list_cleaned.txt,
A_Tale_of_Two_Cities,roger cly,Books/A_Tale_of_Two_Cities/character_12_list_cleaned.txt,
A_Tale_of_Two_Cities,miss pross,Books/A_Tale_of_Two_Cities/character_8_list_cleaned.txt,
A_Tale_of_Two_Cities,john barsad,Books/A_Tale_of_Two_Cities/character_11_list_cleaned.txt,
A_Tale_of_Two_Cities,lucie manette,Books/A_Tale_of_Two_Cities/character_3_list_cleaned.txt,
A_Tale_of_Two_Cities,marquis evremonde,Books/A_Tale_of_Two_Cities/character_9_list_cleaned.txt,
A_Tale_of_Two_Cities,jarvis lorry,Books/A_Tale_of_Two_Cities/character_6_list_cleaned.txt,
A_Tale_of_Two_Cities,charles darnay,Books/A_Tale_of_Two_Cities/character_0_list_cleaned.txt,
A_Tale_of_Two_Cities,gabelle,Books/A_Tale_of_Two_Cities/character_13_list_cleaned.txt,
A_Very_Old_Man_with_Enormous_Wings,the spider woman,Books/A_Very_Old_Man_with_Enormous_Wings/character_5_list_cleaned.txt,
A_Very_Old_Man_with_Enormous_Wings,the old man,Books/A_Very_Old_Man_with_Enormous_Wings/character_0_list_cleaned.txt,Books/A_Very_Old_Man_with_Enormous_Wings/character_0_analysis_cleaned.txt
A_Very_Old_Man_with_Enormous_Wings,father gonzaga,Books/A_Very_Old_Man_with_Enormous_Wings/character_3_list_cleaned.txt,
A_Very_Old_Man_with_Enormous_Wings,the neighbor woman,Books/A_Very_Old_Man_with_Enormous_Wings/character_4_list_cleaned.txt,
A_Very_Old_Man_with_Enormous_Wings,elisenda,Books/A_Very_Old_Man_with_Enormous_Wings/character_2_list_cleaned.txt,Books/A_Very_Old_Man_with_Enormous_Wings/character_2_analysis_cleaned.txt
A_Very_Old_Man_with_Enormous_Wings,pelayo,Books/A_Very_Old_Man_with_Enormous_Wings/character_1_list_cleaned.txt,Books/A_Very_Old_Man_with_Enormous_Wings/character_1_analysis_cleaned.txt
Agamemnon,agamemnon,Books/Agamemnon/character_0_list_cleaned.txt,
Agamemnon,chorus,Books/Agamemnon/character_2_list_cleaned.txt,
Agamemnon,the watchman,Books/Agamemnon/character_5_list_cleaned.txt,
Agamemnon,the herald,Books/Agamemnon/character_6_list_cleaned.txt,
Agamemnon,aegisthus,Books/Agamemnon/character_4_list_cleaned.txt,
Agamemnon,clytemnestra,Books/Agamemnon/character_1_list_cleaned.txt,
Agamemnon,cassandra,Books/Agamemnon/character_3_list_cleaned.txt,
Alice_in_Wonderland,the mouse,Books/Alice_in_Wonderland/character_14_list_cleaned.txt,
Alice_in_Wonderland,bill,Books/Alice_in_Wonderland/character_20_list_cleaned.txt,
Alice_in_Wonderland,the cheshire cat,Books/Alice_in_Wonderland/character_4_list_cleaned.txt,Books/Alice_in_Wonderland/character_4_analysis_cleaned.txt
Alice_in_Wonderland,the queen of hearts,Books/Alice_in_Wonderland/character_2_list_cleaned.txt,Books/Alice_in_Wonderland/character_2_analysis_cleaned.txt
Alice_in_Wonderland,the frog-footman,Books/Alice_in_Wonderland/character_21_list_cleaned.txt,
Alice_in_Wonderland,the mad hatter,Books/Alice_in_Wonderland/character_7_list_cleaned.txt,
Alice_in_Wonderland,the duchess,Books/Alice_in_Wonderland/character_5_list_cleaned.txt,
Alice_in_Wonderland,"the duck, the lory, and the eaglet",Books/Alice_in_Wonderland/character_16_list_cleaned.txt,
Alice_in_Wonderland,the gryphon,Books/Alice_in_Wonderland/character_10_list_cleaned.txt,
Alice_in_Wonderland,the mock turtle,Books/Alice_in_Wonderland/character_11_list_cleaned.txt,
Alice_in_Wonderland,the march hare,Books/Alice_in_Wonderland/character_8_list_cleaned.txt,
Alice_in_Wonderland,the king of hearts,Books/Alice_in_Wonderland/character_3_list_cleaned.txt,
Alice_in_Wonderland,the knave of hearts,Books/Alice_in_Wonderland/character_13_list_cleaned.txt,
Alice_in_Wonderland,the white rabbit,Books/Alice_in_Wonderland/character_1_list_cleaned.txt,
Alice_in_Wonderland,the cook,Books/Alice_in_Wonderland/character_17_list_cleaned.txt,
Alice_in_Wonderland,the caterpillar,Books/Alice_in_Wonderland/character_6_list_cleaned.txt,
Alice_in_Wonderland,the dodo,Books/Alice_in_Wonderland/character_15_list_cleaned.txt,
Alice_in_Wonderland,alice,Books/Alice_in_Wonderland/character_0_list_cleaned.txt,Books/Alice_in_Wonderland/character_0_analysis_cleaned.txt
Alice_in_Wonderland,"two, five, and seven",Books/Alice_in_Wonderland/character_19_list_cleaned.txt,
Alice_in_Wonderland,the dormouse,Books/Alice_in_Wonderland/character_9_list_cleaned.txt,
Alice_in_Wonderland,alice's sister,Books/Alice_in_Wonderland/character_12_list_cleaned.txt,
Alice_in_Wonderland,the pigeon,Books/Alice_in_Wonderland/character_18_list_cleaned.txt,
Alls_Well_That_Ends_Well,first lord,Books/Alls_Well_That_Ends_Well/character_6_list_cleaned.txt,
Alls_Well_That_Ends_Well,duke of florence,Books/Alls_Well_That_Ends_Well/character_11_list_cleaned.txt,
Alls_Well_That_Ends_Well,mariana,Books/Alls_Well_That_Ends_Well/character_10_list_cleaned.txt,
Alls_Well_That_Ends_Well,king of france,Books/Alls_Well_That_Ends_Well/character_3_list_cleaned.txt,
Alls_Well_That_Ends_Well,bertram,Books/Alls_Well_That_Ends_Well/character_1_list_cleaned.txt,
Alls_Well_That_Ends_Well,diana,Books/Alls_Well_That_Ends_Well/character_8_list_cleaned.txt,
Alls_Well_That_Ends_Well,clown,Books/Alls_Well_That_Ends_Well/character_12_list_cleaned.txt,
Alls_Well_That_Ends_Well,steward,Books/Alls_Well_That_Ends_Well/character_13_list_cleaned.txt,
Alls_Well_That_Ends_Well,parolles,Books/Alls_Well_That_Ends_Well/character_5_list_cleaned.txt,
Alls_Well_That_Ends_Well,helena,Books/Alls_Well_That_Ends_Well/character_0_list_cleaned.txt,
Alls_Well_That_Ends_Well,second lord,Books/Alls_Well_That_Ends_Well/character_7_list_cleaned.txt,
Alls_Well_That_Ends_Well,countess,Books/Alls_Well_That_Ends_Well/character_2_list_cleaned.txt,
Alls_Well_That_Ends_Well,lafew,Books/Alls_Well_That_Ends_Well/character_4_list_cleaned.txt,
Alls_Well_That_Ends_Well,widow,Books/Alls_Well_That_Ends_Well/character_9_list_cleaned.txt,
An_Enemy_of_the_People,doctor thomas stockmann,Books/An_Enemy_of_the_People/character_0_list_cleaned.txt,
An_Enemy_of_the_People,billing,Books/An_Enemy_of_the_People/character_6_list_cleaned.txt,
An_Enemy_of_the_People,peter stockmann,Books/An_Enemy_of_the_People/character_3_list_cleaned.txt,
An_Enemy_of_the_People,captain horster,Books/An_Enemy_of_the_People/character_7_list_cleaned.txt,
An_Enemy_of_the_People,hovstad,Books/An_Enemy_of_the_People/character_4_list_cleaned.txt,
An_Enemy_of_the_People,petra stockmann,Books/An_Enemy_of_the_People/character_2_list_cleaned.txt,
An_Enemy_of_the_People,morten kiil,Books/An_Enemy_of_the_People/character_8_list_cleaned.txt,
An_Enemy_of_the_People,aslaksen,Books/An_Enemy_of_the_People/character_5_list_cleaned.txt,
An_Enemy_of_the_People,mrs. katherine stockmann,Books/An_Enemy_of_the_People/character_1_list_cleaned.txt,
An_Ideal_Husband,mabel chiltern,Books/An_Ideal_Husband/character_4_list_cleaned.txt,
An_Ideal_Husband,harold,Books/An_Ideal_Husband/character_13_list_cleaned.txt,
An_Ideal_Husband,lady markby,Books/An_Ideal_Husband/character_6_list_cleaned.txt,
An_Ideal_Husband,lord goring,Books/An_Ideal_Husband/character_3_list_cleaned.txt,Books/An_Ideal_Husband/character_3_analysis_cleaned.txt
An_Ideal_Husband,lord caversham,Books/An_Ideal_Husband/character_5_list_cleaned.txt,
An_Ideal_Husband,james,Books/An_Ideal_Husband/character_11_list_cleaned.txt,
An_Ideal_Husband,vicomte de nanjac,Books/An_Ideal_Husband/character_8_list_cleaned.txt,
An_Ideal_Husband,mr. montford,Books/An_Ideal_Husband/character_9_list_cleaned.txt,
An_Ideal_Husband,lady basildon and mrs. marchmont,Books/An_Ideal_Husband/character_7_list_cleaned.txt,
An_Ideal_Husband,phipps,Books/An_Ideal_Husband/character_10_list_cleaned.txt,
An_Ideal_Husband,lady gertrude chiltern,Books/An_Ideal_Husband/character_1_list_cleaned.txt,Books/An_Ideal_Husband/character_1_analysis_cleaned.txt
An_Ideal_Husband,sir robert chiltern,Books/An_Ideal_Husband/character_0_list_cleaned.txt,Books/An_Ideal_Husband/character_0_analysis_cleaned.txt
An_Ideal_Husband,mason,Books/An_Ideal_Husband/character_12_list_cleaned.txt,
An_Ideal_Husband,mrs. cheveley,Books/An_Ideal_Husband/character_2_list_cleaned.txt,Books/An_Ideal_Husband/character_2_analysis_cleaned.txt
And_Then_There_Were_None,emily brent,Books/And_Then_There_Were_None/character_5_list_cleaned.txt,
And_Then_There_Were_None,vera claythorne,Books/And_Then_There_Were_None/character_1_list_cleaned.txt,Books/And_Then_There_Were_None/character_1_analysis_cleaned.txt
And_Then_There_Were_None,thomas rogers,Books/And_Then_There_Were_None/character_6_list_cleaned.txt,
And_Then_There_Were_None,ethel rogers,Books/And_Then_There_Were_None/character_8_list_cleaned.txt,
And_Then_There_Were_None,general john gordon macarthur,Books/And_Then_There_Were_None/character_7_list_cleaned.txt,
And_Then_There_Were_None,philip lombard,Books/And_Then_There_Were_None/character_2_list_cleaned.txt,Books/And_Then_There_Were_None/character_2_analysis_cleaned.txt
And_Then_There_Were_None,dr. edward george armstrong,Books/And_Then_There_Were_None/character_3_list_cleaned.txt,
And_Then_There_Were_None,william henry blore,Books/And_Then_There_Were_None/character_4_list_cleaned.txt,
And_Then_There_Were_None,anthony marston,Books/And_Then_There_Were_None/character_9_list_cleaned.txt,
And_Then_There_Were_None,isaac morris,Books/And_Then_There_Were_None/character_10_list_cleaned.txt,
And_Then_There_Were_None,judge lawrence wargrave,Books/And_Then_There_Were_None/character_0_list_cleaned.txt,
Animal_Farm,benjamin,Books/Animal_Farm/character_8_list_cleaned.txt,
Animal_Farm,clover,Books/Animal_Farm/character_5_list_cleaned.txt,
Animal_Farm,jessie and bluebell,Books/Animal_Farm/character_14_list_cleaned.txt,
Animal_Farm,mollie,Books/Animal_Farm/character_7_list_cleaned.txt,
Animal_Farm,minimus,Books/Animal_Farm/character_15_list_cleaned.txt,
Animal_Farm,squealer,Books/Animal_Farm/character_3_list_cleaned.txt,Books/Animal_Farm/character_3_analysis_cleaned.txt
Animal_Farm,mr. frederick,Books/Animal_Farm/character_11_list_cleaned.txt,
Animal_Farm,snowball,Books/Animal_Farm/character_1_list_cleaned.txt,Books/Animal_Farm/character_1_analysis_cleaned.txt
Animal_Farm,boxer,Books/Animal_Farm/character_2_list_cleaned.txt,Books/Animal_Farm/character_2_analysis_cleaned.txt
Animal_Farm,muriel,Books/Animal_Farm/character_9_list_cleaned.txt,
Animal_Farm,mr. whymper,Books/Animal_Farm/character_13_list_cleaned.txt,
Animal_Farm,mr. pilkington,Books/Animal_Farm/character_12_list_cleaned.txt,
Animal_Farm,mr. jones,Books/Animal_Farm/character_10_list_cleaned.txt,
Animal_Farm,moses,Books/Animal_Farm/character_6_list_cleaned.txt,
Animal_Farm,old major,Books/Animal_Farm/character_4_list_cleaned.txt,Books/Animal_Farm/character_4_analysis_cleaned.txt
Animal_Farm,napoleon,Books/Animal_Farm/character_0_list_cleaned.txt,Books/Animal_Farm/character_0_analysis_cleaned.txt
Anna_Karenina,agafya mikhailovna,Books/Anna_Karenina/character_10_list_cleaned.txt,
Anna_Karenina,alexei alexandrovich karenin,Books/Anna_Karenina/character_1_list_cleaned.txt,Books/Anna_Karenina/character_1_analysis_cleaned.txt
Anna_Karenina,fyodor vassilyevich katavasov,Books/Anna_Karenina/character_23_list_cleaned.txt,
Anna_Karenina,yashvin,Books/Anna_Karenina/character_21_list_cleaned.txt,
Anna_Karenina,alexei kirillovich vronsky,Books/Anna_Karenina/character_2_list_cleaned.txt,Books/Anna_Karenina/character_2_analysis_cleaned.txt
Anna_Karenina,elizaveta fyodorovna tverskaya (betsy),Books/Anna_Karenina/character_17_list_cleaned.txt,
